user_id,media_id,rating,title
54,255709,8.1,Hope
54,283566,8.9,Evangelion: 3.0+1.0 Thrice Upon a Time
54,121,8.1,The Lord of the Rings: The Two Towers
54,14537,8.4,Harakiri
54,807,9.3,Se7en
54,120,9.4,The Lord of the Rings: The Fellowship of the Ring
55,255709,8.7,Hope
55,238,8.8,The Godfather
55,423,8.5,The Pianist
55,572154,8.9,Rascal Does Not Dream of a Dreaming Girl
55,77338,8.8,The Intouchables
55,769,8.7,GoodFellas
55,975,8.6,Paths of Glory
55,599,9.1,Sunset Boulevard
55,901,8.6,City Lights
55,598,7.9,City of God
55,569094,8.4,Spider-Man: Across the Spider-Verse
55,265177,7.9,Mommy
55,1891,9.2,The Empire Strikes Back
55,497,8.3,The Green Mile
55,18491,7.4,Neon Genesis Evangelion: The End of Evangelion
55,1585,9,It's a Wonderful Life
55,73,9.3,American History X
55,539,7.7,Psycho
55,129,8.3,Spirited Away
55,274,8.2,The Silence of the Lambs
56,680,9.5,Pulp Fiction
56,238,8.2,The Godfather
56,10376,8.1,The Legend of 1900
56,324857,8.1,Spider-Man: Into the Spider-Verse
56,599,9,Sunset Boulevard
56,508965,8,Klaus
56,14537,7.7,Harakiri
56,670,7.8,Oldboy
56,1585,8.6,It's a Wonderful Life
56,240,8.8,The Godfather Part II
56,157336,8,Interstellar
56,18491,8.9,Neon Genesis Evangelion: The End of Evangelion
57,11216,9.2,Cinema Paradiso
57,567,8.9,Rear Window
57,504253,7.4,I Want to Eat Your Pancreas
57,510,8.7,One Flew Over the Cuckoo's Nest
57,1585,8.8,It's a Wonderful Life
57,630566,8.3,Clouds
57,696374,8.4,Gabriel's Inferno
57,3082,8.2,Modern Times
57,299534,7.6,Avengers: Endgame
57,598,7.6,City of God
57,14537,9,Harakiri
57,28,7.5,Apocalypse Now
57,324857,9.2,Spider-Man: Into the Spider-Verse
57,599,9.3,Sunset Boulevard
57,670,9.1,Oldboy
57,283566,7.5,Evangelion: 3.0+1.0 Thrice Upon a Time
57,1084736,9.2,The Count of Monte-Cristo
57,914,8.5,The Great Dictator
57,73,7.5,American History X
58,14537,8.3,Harakiri
58,92321,8.4,Hotarubi no Mori e
58,42269,7.5,We All Loved Each Other So Much
58,670,7.4,Oldboy
58,283566,8.9,Evangelion: 3.0+1.0 Thrice Upon a Time
58,497,9.4,The Green Mile
58,1585,9.2,It's a Wonderful Life
58,975,8.9,Paths of Glory
58,995133,8.3,"The Boy, the Mole, the Fox and the Horse"
58,105,8,Back to the Future
58,724089,8.3,Gabriel's Inferno: Part II
58,424,9.1,Schindler's List
58,423,9.1,The Pianist
58,324857,9.4,Spider-Man: Into the Spider-Verse
58,18491,7.8,Neon Genesis Evangelion: The End of Evangelion
58,3782,7.7,Ikiru
58,598,7.5,City of God
58,10376,7.8,The Legend of 1900
58,278,7.9,The Shawshank Redemption
59,77338,7.9,The Intouchables
59,120,8,The Lord of the Rings: The Fellowship of the Ring
59,238,9,The Godfather
59,637920,8.5,Miracle in Cell No. 7
59,550,7.7,Fight Club
59,1585,9.1,It's a Wonderful Life
59,12493,8,High and Low
59,3082,8,Modern Times
59,73,7.4,American History X
59,995133,9.2,"The Boy, the Mole, the Fox and the Horse"
59,10494,8.9,Perfect Blue
60,121,7.7,The Lord of the Rings: The Two Towers
60,378064,9.2,A Silent Voice: The Movie
60,155,7.5,The Dark Knight
60,497,8.4,The Green Mile
60,539,8.1,Psycho
60,18491,7.7,Neon Genesis Evangelion: The End of Evangelion
60,423,8.5,The Pianist
60,761053,8.6,Gabriel's Inferno: Part III
60,995133,9.2,"The Boy, the Mole, the Fox and the Horse"
60,4935,8.4,Howl's Moving Castle
60,25237,8.6,Come and See
60,129,7.7,Spirited Away
60,346,7.7,Seven Samurai
60,255709,9.1,Hope
60,278,7.9,The Shawshank Redemption
60,630566,8.4,Clouds
60,27205,7.5,Inception
60,389,8.9,12 Angry Men
60,598,7.8,City of God
60,550,8.1,Fight Club
